chart_name,description,category,tags,popularity,version,verified_publisher,developer,repository_url,license_type,rating_count,popularity_scaled,rating_count_scaled,popularity_category,text_combined,topic_1,topic_2,topic_3,topic_4,topic_5
cruise-control,A Helm chart to deploy Cruise Control for Apache Kafka,"Topic 4: Helm, Chart, Kubernetes","helm-cruise-control, helm_cruise_control, devops_ia.github.io, uncategorized",0,1.1.6,TRUE,helm-cruise-control,https://devops-ia.github.io/helm-cruise-control,Unknown,0,0,0,0,"A Helm chart to deploy Cruise Control for Apache Kafka helm-cruise-control, helm_cruise_control, devops_ia.github.io, uncategorized",0.0574297408,0.05712544564,0.05701318688,0.7716252545,0.05680637217
cryptofolio,Track your cryptocurrency holdings/portfolio,"Topic 4: Helm, Chart, Kubernetes","cryptocurrency, geek-cookbook, your, uncategorized, track",0,1.4.2,TRUE,geek-cookbook,https://geek-cookbook.github.io/charts/,Unknown,0,0,0,0,"Track your cryptocurrency holdings/portfolio cryptocurrency, geek-cookbook, your, uncategorized, track",0.0766620597,0.07702116631,0.07665701843,0.6930088821,0.0766508735
cryptomb-tls-handshake-acceleration-for-istio,"Envoy uses BoringSSL as the default TLS library. BoringSSL supports setting private key methods for offloading asynchronous private key operations, and Envoy implements a private key provider framework to allow creation of Envoy extensions which handle TLS handshakes private key operations (signing and decryption) using the BoringSSL hooks.\\\\n\\\\nCryptoMB private key provider is an Envoy extension which handles BoringSSL TLS RSA operations using Intel AVX-512 multi-buffer acceleration. When a new handshake happens, BoringSSL invokes the private key provider to request the cryptographic operation, and then the control returns to Envoy. The RSA requests are gathered in a buffer. When the buffer is full or the timer expires, the private key provider invokes Intel AVX-512 processing of the buffer. When processing is done, Envoy is notified that the cryptographic operation is done and that it may continue with the handshakes.\\\\nEnvoy uses BoringSSL as the default TLS library. BoringSSL supports setting private key methods for offloading asynchronous private key operations, and Envoy implements a private key provider framework to allow creation of Envoy extensions which handle TLS handshakes private key operations (signing and decryption) using the BoringSSL hooks.\\\\n\\\\nCryptoMB private key provider is an Envoy extension which handles BoringSSL TLS RSA operations using Intel AVX-512 multi-buffer acceleration. When a new handshake happens, BoringSSL invokes the private key provider to request the cryptographic operation, and then the control returns to Envoy. The RSA requests are gathered in a buffer. When the buffer is full or the timer expires, the private key provider invokes Intel AVX-512 processing of the buffer. When processing is done, Envoy is notified that the cryptographic operation is done and that it may continue with the handshakes.\\\\n\\\\n\\\\n","Topic 5: Policies, Kyverno, Modules","envoy, catalog, meshery-catalog, uncategorized, meshery.io, boringssl, uses",0,0.0.1,TRUE,meshery-catalog,https://github.com/meshery/meshery.io/catalog,Apache-2.0,0,0,0,0,"Envoy uses BoringSSL as the default TLS library. BoringSSL supports setting private key methods for offloading asynchronous private key operations, and Envoy implements a private key provider framework to allow creation of Envoy extensions which handle TLS handshakes private key operations (signing and decryption) using the BoringSSL hooks.\\\\n\\\\nCryptoMB private key provider is an Envoy extension which handles BoringSSL TLS RSA operations using Intel AVX-512 multi-buffer acceleration. When a new handshake happens, BoringSSL invokes the private key provider to request the cryptographic operation, and then the control returns to Envoy. The RSA requests are gathered in a buffer. When the buffer is full or the timer expires, the private key provider invokes Intel AVX-512 processing of the buffer. When processing is done, Envoy is notified that the cryptographic operation is done and that it may continue with the handshakes.\\\\nEnvoy uses BoringSSL as the default TLS library. BoringSSL supports setting private key methods for offloading asynchronous private key operations, and Envoy implements a private key provider framework to allow creation of Envoy extensions which handle TLS handshakes private key operations (signing and decryption) using the BoringSSL hooks.\\\\n\\\\nCryptoMB private key provider is an Envoy extension which handles BoringSSL TLS RSA operations using Intel AVX-512 multi-buffer acceleration. When a new handshake happens, BoringSSL invokes the private key provider to request the cryptographic operation, and then the control returns to Envoy. The RSA requests are gathered in a buffer. When the buffer is full or the timer expires, the private key provider invokes Intel AVX-512 processing of the buffer. When processing is done, Envoy is notified that the cryptographic operation is done and that it may continue with the handshakes.\\\\n\\\\n\\\\n envoy, catalog, meshery-catalog, uncategorized, meshery.io, boringssl, uses",0.04010964143,0.0774548122,0.03979297388,0.4006295231,0.4420130494
cryptomb.yml,"Cryptographic operations are among the most compute-intensive and critical operations when it comes to secured connections. Istio uses Envoy as the “gateways/sidecar” to handle secure connections and intercept the traffic. Depending upon use cases, when an ingress gateway must handle a large number of incoming TLS and secured service-to-service connections through sidecar proxies, the load on Envoy increases. The potential performance depends on many factors, such as size of the cpuset on which Envoy is running, incoming traffic patterns, and key size. These factors can impact Envoy serving many new incoming TLS requests. To achieve performance improvements and accelerated handshakes, a new feature was introduced in Envoy 1.20 and Istio 1.14. It can be achieved with 3rd Gen Intel® Xeon® Scalable processors, the Intel® Integrated Performance Primitives (Intel® IPP) crypto library, CryptoMB Private Key Provider Method support in Envoy, and Private Key Provider configuration in Istio using ProxyConfig.","Topic 5: Policies, Kyverno, Modules","catalog, meshery-catalog, are, uncategorized, meshery.io, operations, cryptographic",0,0.0.1,TRUE,meshery-catalog,https://github.com/meshery/meshery.io/catalog,Apache-2.0,0,0,0,0,"Cryptographic operations are among the most compute-intensive and critical operations when it comes to secured connections. Istio uses Envoy as the “gateways/sidecar” to handle secure connections and intercept the traffic. Depending upon use cases, when an ingress gateway must handle a large number of incoming TLS and secured service-to-service connections through sidecar proxies, the load on Envoy increases. The potential performance depends on many factors, such as size of the cpuset on which Envoy is running, incoming traffic patterns, and key size. These factors can impact Envoy serving many new incoming TLS requests. To achieve performance improvements and accelerated handshakes, a new feature was introduced in Envoy 1.20 and Istio 1.14. It can be achieved with 3rd Gen Intel® Xeon® Scalable processors, the Intel® Integrated Performance Primitives (Intel® IPP) crypto library, CryptoMB Private Key Provider Method support in Envoy, and Private Key Provider configuration in Istio using ProxyConfig. catalog, meshery-catalog, are, uncategorized, meshery.io, operations, cryptographic",0.03503294421,0.1536539164,0.03412449899,0.286877728,0.4903109124
cryptpad,cryptpad helm package,"Topic 4: Helm, Chart, Kubernetes","cryptpad, package, uncategorized, geek-cookbook",0,0.4.2,TRUE,geek-cookbook,https://geek-cookbook.github.io/charts/,Unknown,0,0,0,0,"cryptpad helm package cryptpad, package, uncategorized, geek-cookbook",0.06953012338,0.07023812248,0.06953487684,0.4398361952,0.3508606821
cryptpad,A Zero Knowledge realtime collaborative editor.,"Topic 4: Helm, Chart, Kubernetes","nicholaswilde, zero, helm_charts, knowledge, uncategorized",0,2.3.0,TRUE,nicholaswilde,https://nicholaswilde.github.io/helm-charts/,Apache-2.0,0,0,0,0,"A Zero Knowledge realtime collaborative editor. nicholaswilde, zero, helm_charts, knowledge, uncategorized",0.2250688839,0.07103267214,0.07111948115,0.5618637839,0.07091517897
cse611-fall-team-onlinescheduler,A Helm chart for Kubernetes,"Topic 4: Helm, Chart, Kubernetes","ubresourcescheduler, ubresourcescheduler_helm, uncategorized",0,0.1.0,TRUE,ubresourcescheduler,https://anujvadecha.github.io/ubresourcescheduler-helm/,Unknown,0,0,0,0,"A Helm chart for Kubernetes ubresourcescheduler, ubresourcescheduler_helm, uncategorized",0.068002098,0.06789165478,0.06793128478,0.7287582414,0.06741672106
csi-driver-host-path,A sample (non-production) CSI Driver that creates a local directory as a volume on a single node,"Topic 3: Prometheus, Exporter, Visualization","wiremind.github.io, wiremind_helm_charts, (non-production), sample, uncategorized, wiremind",0,0.1.1,TRUE,wiremind,https://wiremind.github.io/wiremind-helm-charts,Unknown,0,0,0,0,"A sample (non-production) CSI Driver that creates a local directory as a volume on a single node wiremind.github.io, wiremind_helm_charts, (non-production), sample, uncategorized, wiremind",0.04736422657,0.3618421664,0.4969745578,0.04643391776,0.04738513143
csi-hostpath-driver,A Helm chart for Kubernetes,"Topic 2: Ingress, Controller, GitHub","kubeblocks, apecloud.github.io, helm_charts, uncategorized",0,1.14.0,TRUE,kubeblocks,https://apecloud.github.io/helm-charts,Unknown,0,0,0,0,"A Helm chart for Kubernetes kubeblocks, apecloud.github.io, helm_charts, uncategorized",0.05469438263,0.7795433511,0.05497763584,0.05667352825,0.05411110219
csi-neonsan,A Helm chart for NeonSAN CSI Driver,"Topic 3: Prometheus, Exporter, Visualization","charts.kubesphere.io, test, kubesphere-test, uncategorized",0,1.2.8,TRUE,kubesphere-test,https://charts.kubesphere.io/test,Unknown,0,0,0,0,"A Helm chart for NeonSAN CSI Driver charts.kubesphere.io, test, kubesphere-test, uncategorized",0.05994078804,0.06009035942,0.7597018417,0.06059404523,0.05967296556
csi-qingcloud,A Helm chart for Qingcloud CSI Driver,"Topic 3: Prometheus, Exporter, Visualization","charts.kubesphere.io, test, kubesphere-test, uncategorized",0,1.4.0,TRUE,kubesphere-test,https://charts.kubesphere.io/test,Unknown,0,0,0,0,"A Helm chart for Qingcloud CSI Driver charts.kubesphere.io, test, kubesphere-test, uncategorized",0.05994078804,0.06009035942,0.7597018417,0.06059404523,0.05967296556
csi-s3,Container Storage Interface (CSI) driver for S3 volumes,"Topic 2: Ingress, Controller, GitHub","lovemew67.github.io, storage, container, helm_charts, uncategorized, lovemew67, interface",0,0.41.0,TRUE,lovemew67,https://lovemew67.github.io/helm-charts,Unknown,0,0,0,0,"Container Storage Interface (CSI) driver for S3 volumes lovemew67.github.io, storage, container, helm_charts, uncategorized, lovemew67, interface",0.05143478031,0.7919806637,0.05271610926,0.05168230603,0.05218614074
csi-s3,Container Storage Interface (CSI) driver for S3 volumes,"Topic 2: Ingress, Controller, GitHub","kubeblocks, storage, container, apecloud.github.io, helm_charts, uncategorized, interface",0,0.31.4,TRUE,kubeblocks,https://apecloud.github.io/helm-charts,Unknown,0,0,0,0,"Container Storage Interface (CSI) driver for S3 volumes kubeblocks, storage, container, apecloud.github.io, helm_charts, uncategorized, interface",0.04763893452,0.8077365195,0.04858394562,0.04782908459,0.04821151579
csi-secret-provider-class,A Helm chart to create a SecretProviderClass resource,"Topic 1: Operator, Cluster, Management","charts.adfinis.com, adfinis, uncategorized",0,0.3.4,TRUE,adfinis,https://charts.adfinis.com,Unknown,0,0,0,0,"A Helm chart to create a SecretProviderClass resource charts.adfinis.com, adfinis, uncategorized",0.7401757811,0.06448788104,0.06431979337,0.06570808675,0.06530845774
csi-vault-community,CSI Vault Community Plan,"Topic 1: Operator, Cluster, Management","bytebuilders, community, csi, uncategorized, stable, vault",0,2024.3.12,TRUE,bytebuilders,https://bundles.byte.builders/stable/,Unknown,0,0,0,0,"CSI Vault Community Plan bytebuilders, community, csi, uncategorized, stable, vault",0.4720483269,0.06834146078,0.3236912114,0.06807189452,0.06784710634
cs-k8s-protection-agent,A Helm chart for Crowdstrike Kubernetes Protection Agent,"Topic 4: Helm, Chart, Kubernetes","falcon_helm, uncategorized, falcon-helm, crowdstrike.github.io",0,1.0.3,TRUE,falcon-helm,https://crowdstrike.github.io/falcon-helm,Unknown,0,0,0,0,"A Helm chart for Crowdstrike Kubernetes Protection Agent falcon_helm, uncategorized, falcon-helm, crowdstrike.github.io",0.05827679235,0.05846365276,0.2304933295,0.5947715859,0.05799463945
csmm,A Helm chart for Catalysm's Server Manager & Monitor,"Topic 3: Prometheus, Exporter, Visualization","th-charts, uncategorized",0,0.1.0,TRUE,th-charts,https://thelande.github.io/charts/,Unknown,0,0,0,0,"A Helm chart for Catalysm's Server Manager & Monitor th-charts, uncategorized",0.05997718884,0.05969060652,0.4874082187,0.3338206349,0.05910335107
csp-reporter,Content Security Policy Reporter,"Topic 5: Policies, Kyverno, Modules","foomo, security, policy, helm_charts, content, uncategorized",0,2.1.0,TRUE,foomo,https://foomo.github.io/helm-charts/,Unknown,0,0,0,0,"Content Security Policy Reporter foomo, security, policy, helm_charts, content, uncategorized",0.06907362512,0.07008706025,0.06962081658,0.3215504305,0.4696680675
csv-view,SVTECH Rundeck CSV View,"Topic 1: Operator, Cluster, Management","artifacthub, uncategorized, csv, svtech, rundeck",0,1.2.0,TRUE,svtech,https://svtechnmaa.github.io/charts/artifacthub/,Unknown,0,0,0,0,"SVTECH Rundeck CSV View artifacthub, uncategorized, csv, svtech, rundeck",0.6981376529,0.07706193545,0.07460663573,0.07532286269,0.07487091321
ctfd,A Helm chart for CTFd,"Topic 1: Operator, Cluster, Management","uncategorized, pascaliske, charts.pascaliske.dev",0,1.0.0,TRUE,pascaliske,https://charts.pascaliske.dev,Unknown,0,0,0,0,"A Helm chart for CTFd uncategorized, pascaliske, charts.pascaliske.dev",0.705535024,0.07312716673,0.07368928855,0.07500451013,0.07264401055
ctlog,Certificate Log,Certificate Management,"sigstore.github.io, sigstore, certificate, helm_charts, certificate management, log",0,0.2.60,TRUE,sigstore,https://sigstore.github.io/helm-charts,Apache-2.0,0,0,0,0,"Certificate Log sigstore.github.io, sigstore, certificate, helm_charts, certificate management, log",0.06452071679,0.06499644488,0.7405826463,0.06523124626,0.06466894582
ctrlmesh,Helm chart for Controller-Mesh components,"Topic 1: Operator, Cluster, Management","kusionstack, for, uncategorized",0,0.2.0,TRUE,kusionstack,https://kusionstack.github.io/charts/,Unknown,0,0,0,0,"Helm chart for Controller-Mesh components kusionstack, for, uncategorized",0.74261015,0.06448303409,0.06424454601,0.06516981434,0.06349245553
cubetran,CubeTran Core Controller Operator and Web Server.,Database,"kubeblocks, core, database, apecloud.github.io, helm_charts, cubetran, controller, operator",0,0.5.11,TRUE,kubeblocks,https://apecloud.github.io/helm-charts,Unknown,0,0,0,0,"CubeTran Core Controller Operator and Web Server. kubeblocks, core, database, apecloud.github.io, helm_charts, cubetran, controller, operator",0.1699271983,0.5342064294,0.05147674185,0.193691373,0.05069825744
curl,This task performs curl operation to transfer data from internet.,Secrets Management,"catalog, performs, task, this, secrets management, tekton-catalog-tasks",0,0.1.0,TRUE,tekton-catalog-tasks,https://github.com/tektoncd/catalog/task,Unknown,0,0,0,0,"This task performs curl operation to transfer data from internet. catalog, performs, task, this, secrets management, tekton-catalog-tasks",0.05266385892,0.05265910778,0.05282379231,0.05297822288,0.7888750181
curvefs-csi,A Helm chart for CurveFs CSI Driver,"Topic 3: Prometheus, Exporter, Visualization","charts.kubesphere.io, test, kubesphere-test, uncategorized",0,0.1.0,TRUE,kubesphere-test,https://charts.kubesphere.io/test,Unknown,0,0,0,0,"A Helm chart for CurveFs CSI Driver charts.kubesphere.io, test, kubesphere-test, uncategorized",0.05994078804,0.06009035942,0.7597018417,0.06059404523,0.05967296556
custom-chart,A Helm chart for Kubernetes,"Topic 4: Helm, Chart, Kubernetes","main, testing-chart, uncategorized",0,0.1.0,TRUE,testing-chart,https://raw.githubusercontent.com/codyyz/forhelm/main/,Unknown,0,0,0,0,"A Helm chart for Kubernetes main, testing-chart, uncategorized",0.06374789561,0.06365509105,0.06347781395,0.7438292341,0.06528996526
customer-center,Chart for Customer-Center application,"Topic 1: Operator, Cluster, Management","customer-center, charts.adfinis.com, uncategorized, adfinis, for",0,0.2.34,TRUE,adfinis,https://charts.adfinis.com,Unknown,0,0,0,0,"Chart for Customer-Center application customer-center, charts.adfinis.com, uncategorized, adfinis, for",0.4171096505,0.3798363499,0.06696157707,0.06929546697,0.06679695554
cwf-orc8r,A Helm chart for magma orchestrator's cwf module,"Topic 4: Helm, Chart, Kubernetes","shubhamtatvamasi.github.io, shubhamtatvamasi, uncategorized",0,0.2.0,TRUE,shubhamtatvamasi,https://shubhamtatvamasi.github.io/helm,Unknown,0,0,0,0,"A Helm chart for magma orchestrator's cwf module shubhamtatvamasi.github.io, shubhamtatvamasi, uncategorized",0.06158978466,0.06219563767,0.062141069,0.5296845464,0.2843889623
cyclonedx,A Helm chart to deploy CycloneDX to generate SBOM,Secrets Management,"secrets management, openshift-bootstraps, charts.stderr.at",0,1.0.7,TRUE,openshift-bootstraps,https://charts.stderr.at/,Apache-2.0,0,0,0,0,"A Helm chart to deploy CycloneDX to generate SBOM secrets management, openshift-bootstraps, charts.stderr.at",0.7890524581,0.0521367458,0.05333746806,0.05232855274,0.05314477526
d2-prometheus-exporter,A Prometheus exporter for Destiny 2 metrics,"Topic 3: Prometheus, Exporter, Visualization","cmacrae, prometheus, charts.cmacr.ae, uncategorized, exporter",0,0.1.0,TRUE,cmacrae,https://charts.cmacr.ae/,Unknown,0,0,0,0,"A Prometheus exporter for Destiny 2 metrics cmacrae, prometheus, charts.cmacr.ae, uncategorized, exporter",0.06882628765,0.068788425,0.7245188577,0.06931434387,0.06855208581
daemon,A Helm chart for Mina Protocol's daemons,"Topic 4: Helm, Chart, Kubernetes","mina, coda_charts.storage.googleapis.com, uncategorized",0,1.0.2,TRUE,mina,https://coda-charts.storage.googleapis.com,Unknown,0,0,0,0,"A Helm chart for Mina Protocol's daemons mina, coda_charts.storage.googleapis.com, uncategorized",0.06246644015,0.06473127701,0.06261941507,0.7479764037,0.06220646407
daemonset,A Helm Chart to deploy an arbitrary container as a daemonset.,Visualization,"visualization, snowplow-devops, helm_charts, snowplow_devops.github.io",0,0.4.0,TRUE,snowplow-devops,https://snowplow-devops.github.io/helm-charts,Unknown,0,0,0,0,"A Helm Chart to deploy an arbitrary container as a daemonset. visualization, snowplow-devops, helm_charts, snowplow_devops.github.io",0.05249782917,0.0533524395,0.7863430212,0.05324032574,0.05456638436
dagger-helm,A Helm chart for Dagger - a programmable CI/CD engine that runs your pipelines in containers,Secrets Management,"secrets management, kubiya-helm-charts, helm_charts",0,0.2.2,TRUE,kubiya-helm-charts,https://kubiyabot.github.io/helm-charts/,Apache-2.0,0,0,0,0,"A Helm chart for Dagger - a programmable CI/CD engine that runs your pipelines in containers secrets management, kubiya-helm-charts, helm_charts",0.2070872936,0.04734364971,0.04978388449,0.6433454379,0.05243973427
daloradius,A Helm chart for Kubernetes,"Topic 1: Operator, Cluster, Management","svtech, artifacthub, uncategorized",0,1.1.1,TRUE,svtech,https://svtechnmaa.github.io/charts/artifacthub/,Unknown,0,0,0,0,"A Helm chart for Kubernetes svtech, artifacthub, uncategorized",0.7377010436,0.06511050805,0.06515020029,0.06713069416,0.06490755392
danbooru,An unofficial helm chart for danbooru.,"Topic 2: Ingress, Controller, GitHub","an, unofficial, helm_charts, my0n.github.io, uncategorized, my0n",0,0.0.2,TRUE,my0n,https://my0n.github.io/helm-charts,Unknown,0,0,0,0,"An unofficial helm chart for danbooru. an, unofficial, helm_charts, my0n.github.io, uncategorized, my0n",0.07204279503,0.709771872,0.07252910995,0.07420050339,0.07145571961
danbooru-stack,An unofficial helm chart for the entire danbooru stack.,"Topic 2: Ingress, Controller, GitHub","an, unofficial, helm_charts, my0n.github.io, uncategorized, my0n",0,0.0.3,TRUE,my0n,https://my0n.github.io/helm-charts,Unknown,0,0,0,0,"An unofficial helm chart for the entire danbooru stack. an, unofficial, helm_charts, my0n.github.io, uncategorized, my0n",0.06628166042,0.7331666115,0.06682979468,0.06787436188,0.06584757148
dapr,`dapr` is the dapr spec definition,"Topic 5: Policies, Kyverno, Modules","kcl_lang, uncategorized, kcl-module, the, `dapr`, modules",0,0.1.2,TRUE,kcl-module,https://github.com/kcl-lang/modules,Unknown,0,0,0,0,"`dapr` is the dapr spec definition kcl_lang, uncategorized, kcl-module, the, `dapr`, modules",0.06450676394,0.3553486705,0.06449905944,0.064654969,0.4509905372
dapr-,A standard Dapr control plane design.,"Topic 2: Ingress, Controller, GitHub","catalog, meshery-catalog, uncategorized, meshery.io, standard, dapr",0,0.0.5,TRUE,meshery-catalog,https://github.com/meshery/meshery.io/catalog,Apache-2.0,0,0,0,0,"A standard Dapr control plane design. catalog, meshery-catalog, uncategorized, meshery.io, standard, dapr",0.0576812982,0.7410376969,0.05567825544,0.08689500883,0.05870774058
dapr-oauth-authorization-to-external-service,"This design walks you through the steps of setting up the OAuth middleware to enable a service to interact with external services requiring authentication. This design seperates the authentication/authorization concerns from the application.

checkout this https://github.com/dapr/samples/tree/master/middleware-oauth-microsoftazure for more inoformation and try out in your own environment.

","Topic 2: Ingress, Controller, GitHub","catalog, design, meshery-catalog, uncategorized, this, meshery.io, walks",0,0.0.1,TRUE,meshery-catalog,https://github.com/meshery/meshery.io/catalog,Apache-2.0,0,0,0,0,"This design walks you through the steps of setting up the OAuth middleware to enable a service to interact with external services requiring authentication. This design seperates the authentication/authorization concerns from the application.

checkout this https://github.com/dapr/samples/tree/master/middleware-oauth-microsoftazure for more inoformation and try out in your own environment.

 catalog, design, meshery-catalog, uncategorized, this, meshery.io, walks",0.04410679197,0.5391794773,0.04566832552,0.04416061895,0.3268847862
dapr-with-kubernetes-events,"This design will show an example of running Dapr with a Kubernetes events input binding. You'll be deploying the Node application and will require a component definition with a Kubernetes event binding component.
checkout this https://github.com/dapr/samples/tree/master/read-kubernetes-events#read-kubernetes-events for more info .
","Topic 2: Ingress, Controller, GitHub","will, catalog, design, meshery-catalog, uncategorized, this, meshery.io",0,0.0.1,TRUE,meshery-catalog,https://github.com/meshery/meshery.io/catalog,Apache-2.0,0,0,0,0,"This design will show an example of running Dapr with a Kubernetes events input binding. You'll be deploying the Node application and will require a component definition with a Kubernetes event binding component.
checkout this https://github.com/dapr/samples/tree/master/read-kubernetes-events#read-kubernetes-events for more info .
 will, catalog, design, meshery-catalog, uncategorized, this, meshery.io",0.03891177565,0.3600514658,0.2868359733,0.04422070506,0.2699800802
dashdot,A Helm chart to deploy dashdot for Kubernetes,"Topic 4: Helm, Chart, Kubernetes","oben01, uncategorized",0,1.2.0,TRUE,oben01,https://oben01.github.io/charts/,Unknown,0,0,0,0,"A Helm chart to deploy dashdot for Kubernetes oben01, uncategorized",0.06585640628,0.06533140903,0.06565640745,0.7381187664,0.06503701081
dashy,A Helm chart for Kubernetes,"Topic 4: Helm, Chart, Kubernetes","l33t-charts, l33t_sh.github.io, uncategorized",0,0.1.3,TRUE,l33t-charts,https://l33t-sh.github.io/charts,Unknown,0,0,0,0,"A Helm chart for Kubernetes l33t-charts, l33t_sh.github.io, uncategorized",0.05603785685,0.05630010533,0.05625788072,0.7758753739,0.0555287832
dashy,"A self-hostable personal dashboard built for you. Includes status-checking, widgets, themes, icon packs, a UI editor and tons more! ","Topic 4: Helm, Chart, Kubernetes","self-hostable, helm_charts, uncategorized, sergiotocalini, personal",0,1.0.0,TRUE,sergiotocalini,https://sergiotocalini.github.io/helm-charts/,Unknown,0,0,0,0,"A self-hostable personal dashboard built for you. Includes status-checking, widgets, themes, icon packs, a UI editor and tons more!  self-hostable, helm_charts, uncategorized, sergiotocalini, personal",0.05660269079,0.06142788616,0.05563270992,0.7707920703,0.05554464284
dashy,dashy helm package,"Topic 5: Policies, Kyverno, Modules","package, nas-helm-charts, uncategorized, dashy, nas_helm_charts",0,1.0.4,TRUE,nas-helm-charts,https://ivanwongtf.github.io/nas-helm-charts/,Unknown,0,0,0,0,"dashy helm package package, nas-helm-charts, uncategorized, dashy, nas_helm_charts",0.07750457057,0.0772362695,0.07740761222,0.3383411208,0.4295104269
dask-crds,Manage dask CRDs,Ingress Controller,"wiremind.github.io, wiremind_helm_charts, ingress controller, crds, dask, manage, wiremind",0,2024.1.0,TRUE,wiremind,https://wiremind.github.io/wiremind-helm-charts,Unknown,0,0,0,0,"Manage dask CRDs wiremind.github.io, wiremind_helm_charts, ingress controller, crds, dask, manage, wiremind",0.06152568666,0.06295831141,0.7573216602,0.05914948621,0.05904485551
data-api,NTP Pool Data API Service,"Topic 4: Helm, Chart, Kubernetes","ntppool, pool, uncategorized, ntp, charts.ntppool.org, data",0,0.9.8,TRUE,ntppool,https://charts.ntppool.org/,Unknown,0,0,0,0,"NTP Pool Data API Service ntppool, pool, uncategorized, ntp, charts.ntppool.org, data",0.06461880423,0.06475836997,0.06404423455,0.7423625179,0.06421607338
databases,A Helm chart for Kubernetes,"Topic 4: Helm, Chart, Kubernetes","microslac, uncategorized, charts.microslac.com",0,0.1.0,TRUE,microslac,https://charts.microslac.com/,Unknown,0,0,0,0,"A Helm chart for Kubernetes microslac, uncategorized, charts.microslac.com",0.06016125734,0.05991226344,0.05998449501,0.7604777967,0.05946418754
data-dashboard-backend,API for data in the data dashboard,"Topic 2: Ingress, Controller, GitHub","radar_base.github.io, radar-base, uncategorized, api, radar_helm_charts, for, data",0,0.4.0,TRUE,radar-base,https://radar-base.github.io/radar-helm-charts,Unknown,0,0,0,0,"API for data in the data dashboard radar_base.github.io, radar-base, uncategorized, api, radar_helm_charts, for, data",0.0594793458,0.7610900461,0.05901263064,0.06075123267,0.05966674476
datadog-controller,"This is a simple [Kubernetes Controller](https://kubernetes.io/docs/concepts/architecture/controller/) to allow [Datadog Monitors](https://docs.datadoghq.com/monitors/) to be created, updated or deleted from custom resources in Kubernetes.  You will need to set `datadog.client_api_key` and `datadog.client_app_key` when installing the chart. These keys can be found at https://app.datadoghq.eu/account/settings#api or https://app.datadoghq.com/account/settings#api  Here's an example `DatadogMonitor` resource:  ```yaml apiVersion: datadoghq.com/v1beta1 kind: DatadogMonitor metadata:   name: apm-error-rate-example spec:   name: my-service error rate   query: ""avg(last_5m):sum:trace.http.request.errors{env:stg,service:my-service} / sum:trace.http.request.hits{env:stg,service:my-service} > 1""   type: ""query alert""   message: Service my-service has a high error rate on env:stg ``` ",Visualization,"master, this, visualization, deliveryhero",0,1.2.0,TRUE,deliveryhero,https://raw.githubusercontent.com/deliveryhero/helm-charts/refs/heads/master/,Unknown,0,0,0,0,"This is a simple [Kubernetes Controller](https://kubernetes.io/docs/concepts/architecture/controller/) to allow [Datadog Monitors](https://docs.datadoghq.com/monitors/) to be created, updated or deleted from custom resources in Kubernetes.  You will need to set `datadog.client_api_key` and `datadog.client_app_key` when installing the chart. These keys can be found at https://app.datadoghq.eu/account/settings#api or https://app.datadoghq.com/account/settings#api  Here's an example `DatadogMonitor` resource:  ```yaml apiVersion: datadoghq.com/v1beta1 kind: DatadogMonitor metadata:   name: apm-error-rate-example spec:   name: my-service error rate   query: ""avg(last_5m):sum:trace.http.request.errors{env:stg,service:my-service} / sum:trace.http.request.hits{env:stg,service:my-service} > 1""   type: ""query alert""   message: Service my-service has a high error rate on env:stg ```  master, this, visualization, deliveryhero",0.03226383971,0.07197149531,0.2766636443,0.03341483233,0.5856861883
datadog-operator,This is a KCL package,"Topic 5: Policies, Kyverno, Modules","kcl_lang, uncategorized, kcl-module, this, modules",0,0.0.1,TRUE,kcl-module,https://github.com/kcl-lang/modules,Unknown,0,0,0,0,"This is a KCL package kcl_lang, uncategorized, kcl-module, this, modules",0.06209762063,0.06212581596,0.06208005159,0.06239601139,0.7513005004
datadog-service,Keptn SLI provider for datadog,Secrets Management,"keptn_sandbox, sli, artifacthub, keptn, provider, secrets management, keptn-integrations",0,0.19.0,TRUE,keptn-integrations,https://github.com/keptn-sandbox/artifacthub,Apache-2.0,0,0,0,0,"Keptn SLI provider for datadog keptn_sandbox, sli, artifacthub, keptn, provider, secrets management, keptn-integrations",0.6686704395,0.05945920199,0.152477586,0.05937711329,0.06001565925
datahub-frontend,A Helm chart for Kubernetes,"Topic 4: Helm, Chart, Kubernetes","datahub_helm, uncategorized, datahub-konchytsv",0,0.2.1,TRUE,datahub-konchytsv,https://konchyts-v.github.io/datahub-helm/,Unknown,0,0,0,0,"A Helm chart for Kubernetes datahub_helm, uncategorized, datahub-konchytsv",0.068002098,0.06789165478,0.06793128478,0.7287582414,0.06741672106
datahub-ingestion-cron,A Helm chart for Kubernetes,"Topic 4: Helm, Chart, Kubernetes","datahub_helm, uncategorized, datahub-konchytsv",0,0.2.2,TRUE,datahub-konchytsv,https://konchyts-v.github.io/datahub-helm/,Unknown,0,0,0,0,"A Helm chart for Kubernetes datahub_helm, uncategorized, datahub-konchytsv",0.068002098,0.06789165478,0.06793128478,0.7287582414,0.06741672106
